latitude,longitude,druh_objektu_text,price,floor_size,Podlažie,Počet nadzemných podlaží,Stav nehnuteľnosti,Vlastníctvo,Typ konštrukcie,Rok výstavby,Počet izieb / miestností,Cena vrátane energií,streetAddress,addressRegion,days_since_publication,update_publication_delta,Vybavenie_Verejné parkovanie,Vybavenie_Altánok / posedenie,Vybavenie_Vyhradené parkovanie,Vybavenie_Vonkajší krb,Vybavenie_Pivnica,Vybavenie_Technická miestnosť,Vybavenie_Šatníkové skrine,Vybavenie_Predzáhradka,Vybavenie_Balkón,Vybavenie_Garážové státie,Vybavenie_Vonkajšie parkovacie miesto,Vybavenie_Lodžia,Vybavenie_Sklad,Vybavenie_Výťah,Vybavenie_Špajza,Vybavenie_Tepelná izolácia,room_count,condition_score,is_new,is_renovated
48.1708117,17.0928309,1 izbový byt,168000.0,44.76,4.0,5.0,Čiastočná rekonštrukcia,Osobné,Panelová,1988.0,1.0,Nie,Bratislava-Nové Mesto,Bratislavský kraj,89,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1
48.1424145,17.1762359,3 izbový byt,209900.0,71.0,1.0,,Čiastočná rekonštrukcia,Osobné,,,3.0,Nie,Bratislava-Ružinov,Bratislavský kraj,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1
48.1603537,17.149205,2 izbový byt,204990.0,57.0,3.0,,Čiastočná rekonštrukcia,Osobné,Zmiešaná,1978.0,2.0,Nie,Bratislava-Ružinov,Bratislavský kraj,94,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
48.1630203,17.1633284,3 izbový byt,259900.0,80.0,,,Kompletná rekonštrukcia,Osobné,,,3.0,Nie,Bratislava-Ružinov,Bratislavský kraj,194,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1
48.0977338,17.2352851,3 izbový byt,204900.0,74.41,1.0,3.0,Novostavba,Osobné,Tehlová,,3.0,Nie,Rovinka,Bratislavský kraj,95,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,5,1,0
48.1289037,17.1689137,2 izbový byt,145990.0,46.0,2.0,4.0,Novostavba,Osobné,Zmiešaná,,,Nie,Bratislava-Ružinov,Bratislavský kraj,167,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.193385,17.025826,3 izbový byt,200000.0,69.5,4.0,4.0,Čiastočná rekonštrukcia,,Panelová,1975.0,,Nie,Bratislava-Dúbravka,Bratislavský kraj,99,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1
48.1284264,17.2000382,2 izbový byt,185000.0,66.63,2.0,3.0,Novostavba,Osobné,Tehlová,2013.0,2.0,Nie,Bratislava-Podunajské Biskupice,Bratislavský kraj,179,90,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,5,1,0
48.0946122,17.115507,3 izbový byt,234900.0,66.0,6.0,12.0,Kompletná rekonštrukcia,Osobné,Panelová,1983.0,3.0,Nie,Bratislava-Petržalka,Bratislavský kraj,111,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1
48.1254384,17.10891008,3 izbový byt,239800.0,69.0,2.0,12.0,Kompletná rekonštrukcia,Osobné,Panelová,,3.0,Nie,Bratislava-Petržalka,Bratislavský kraj,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1
48.20568562,17.14724126,2 izbový byt,270000.0,58.16,2.0,7.0,Novostavba,Osobné,,2019.0,2.0,Nie,Bratislava-Rača,Bratislavský kraj,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,0
48.0854454,17.3017807,3 izbový byt,159000.0,66.0,,,Novostavba,Osobné,,,,Nie,Miloslavov,Bratislavský kraj,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0
48.1756654,17.1583631,5 a viac izbový byt,329990.0,149.0,2.0,3.0,Kompletná rekonštrukcia,Osobné,,,5.0,Nie,Bratislava-Nové Mesto,Bratislavský kraj,89,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,3,0,1
48.1405187,17.2083143,3 izbový byt,186000.0,77.0,1.0,,Kompletná rekonštrukcia,Osobné,,,3.0,Nie,Bratislava-Vrakuňa,Bratislavský kraj,175,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1
48.1345078,17.205864,1 izbový byt,144990.0,34.2,6.0,8.0,Kompletná rekonštrukcia,Firemné,,,1.0,Nie,Bratislava-Podunajské Biskupice,Bratislavský kraj,229,139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
48.167645,17.117799,2 izbový byt,299990.0,72.0,4.0,4.0,Novostavba,,Hlinená,2018.0,,Nie,Bratislava-Nové Mesto,Bratislavský kraj,174,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.20001855,17.02344712,2 izbový byt,181000.0,53.0,7.0,,Pôvodný stav,Osobné,,,2.0,Nie,Bratislava-Dúbravka,Bratislavský kraj,100,10,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0
48.1712321,17.1499302,2 izbový byt,249999.0,59.0,,1.0,Novostavba,Iné,,1980.0,,Nie,Bratislava-Nové Mesto,Bratislavský kraj,96,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.1384102,17.1743262,3 izbový byt,256999.0,84.0,,1.0,Čiastočná rekonštrukcia,Iné,,1980.0,,Nie,Bratislava-Ružinov,Bratislavský kraj,96,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1
48.1251057,17.2107902,1 izbový byt,135000.0,31.0,,,Čiastočná rekonštrukcia,Osobné,,,1.0,Nie,Bratislava-Podunajské Biskupice,Bratislavský kraj,136,46,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1
48.1566838,17.043416,1 izbový byt,151000.0,34.51,3.0,6.0,Kompletná rekonštrukcia,Osobné,,1997.0,1.0,Nie,Bratislava-Karlova Ves,Bratislavský kraj,96,6,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3,0,1
48.20064545,17.16711235,3 izbový byt,185000.0,88.0,,,Pôvodný stav,Osobné,,,,Nie,Bratislava-Rača,Bratislavský kraj,217,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
48.1756329,17.1648934,3 izbový byt,284900.0,101.0,2.0,,Čiastočná rekonštrukcia,Osobné,Tehlová,,3.0,Nie,Bratislava-Ružinov,Bratislavský kraj,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1
48.15029276,17.11732088,3 izbový byt,450000.0,100.52,5.0,6.0,Kompletná rekonštrukcia,Firemné,Tehlová,,3.0,Nie,Bratislava-Staré Mesto,Bratislavský kraj,399,309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1
48.14815809,17.20265365,3 izbový byt,299000.0,171.0,,2.0,Novostavba,Osobné,Tehlová,2023.0,4.0,Nie,Bratislava-Ružinov,Bratislavský kraj,182,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0
48.15434116,17.13608983,3 izbový byt,450000.0,137.0,4.0,29.0,Novostavba,Osobné,,2005.0,3.0,Nie,Bratislava-Ružinov,Bratislavský kraj,118,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,1,0
48.154191,17.115458,3 izbový byt,269000.0,56.0,4.0,5.0,Kompletná rekonštrukcia,Osobné,Zmiešaná,1976.0,,Nie,Bratislava-Staré Mesto,Bratislavský kraj,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1
48.13532,17.211896,2 izbový byt,168700.0,53.24,2.0,5.0,Kompletná rekonštrukcia,,Panelová,1980.0,,Nie,Bratislava-Podunajské Biskupice,Bratislavský kraj,108,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.168324,17.170277,3 izbový byt,319000.0,74.0,4.0,6.0,Novostavba,,Tehlová,2019.0,,Nie,Bratislava-Ružinov,Bratislavský kraj,103,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,1,0
48.08614,17.314,3 izbový byt,257550.0,108.02,,2.0,Novostavba,Firemné,Tehlová,2024.0,3.0,Nie,Miloslavov,Bratislavský kraj,381,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0
48.08614,17.314,3 izbový byt,224990.0,72.34,,2.0,Novostavba,Firemné,Tehlová,2024.0,3.0,Nie,Miloslavov,Bratislavský kraj,381,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0
48.1587412,17.1700022,5 a viac izbový byt,299990.0,89.0,8.0,8.0,Čiastočná rekonštrukcia,Osobné,Panelová,,5.0,Nie,Bratislava-Ružinov,Bratislavský kraj,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,1
48.08614,17.314,3 izbový byt,224990.0,72.34,,2.0,Novostavba,Firemné,Tehlová,2024.0,3.0,Nie,Miloslavov,Bratislavský kraj,381,291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,1,0
48.1587412,17.1700022,3 izbový byt,249990.0,56.0,8.0,8.0,Čiastočná rekonštrukcia,Osobné,Panelová,,3.0,Nie,Bratislava-Ružinov,Bratislavský kraj,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,0,1
48.2283553,17.4028378,3 izbový byt,199000.0,65.0,,,Kompletná rekonštrukcia,Osobné,,,3.0,Nie,Senec,Bratislavský kraj,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1
48.11421204,17.10980415,3 izbový byt,237000.0,70.0,,,Kompletná rekonštrukcia,Osobné,,,,Nie,Bratislava-Petržalka,Bratislavský kraj,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1
48.1525545,17.0880781,3 izbový byt,295000.0,86.78,1.0,8.0,Pôvodný stav,Osobné,Tehlová,1968.0,3.0,Nie,Bratislava-Staré Mesto,Bratislavský kraj,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0
48.1289037,17.1689137,2 izbový byt,110000.0,36.0,,,Kompletná rekonštrukcia,Osobné,,,2.0,Nie,Bratislava-Ružinov,Bratislavský kraj,99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.155271,17.112099,2 izbový byt,241064.0,39.03,6.0,7.0,Novostavba,,Zmiešaná,2017.0,,Nie,Bratislava-Staré Mesto,Bratislavský kraj,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,0
48.2170352,17.4061427,2 izbový byt,180000.0,40.0,,,Čiastočná rekonštrukcia,Osobné,,,2.0,Nie,Senec,Bratislavský kraj,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
48.2887323,17.2678143,2 izbový byt,180000.0,40.0,,,Čiastočná rekonštrukcia,Osobné,,,2.0,Nie,Pezinok,Bratislavský kraj,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
48.228355,17.402838,3 izbový byt,195000.0,65.0,1.0,2.0,Kompletná rekonštrukcia,,Zmiešaná,2000.0,,Nie,Senec,Bratislavský kraj,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,1
48.167772,17.096806,4 izbový byt,548000.0,159.0,4.0,4.0,Novostavba,Osobné,Tehlová,2000.0,,Nie,Bratislava-Nové Mesto,Bratislavský kraj,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0
48.223832,17.407869,3 izbový byt,189990.0,60.0,2.0,2.0,Kompletná rekonštrukcia,,Zmiešaná,2000.0,,Nie,Senec,Bratislavský kraj,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1
48.1371553,17.20367906,3 izbový byt,399999.0,103.5,4.0,5.0,Novostavba,Osobné,Zmiešaná,,3.0,Nie,Bratislava-Vrakuňa,Bratislavský kraj,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,5,1,0
48.153829,17.087142,2 izbový byt,315000.0,47.0,2.0,6.0,Novostavba,Firemné,Skeletová,2024.0,2.0,Nie,Bratislava-Staré Mesto,Bratislavský kraj,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,5,1,0
48.124269,17.096602,Garsónka,125000.0,20.0,2.0,8.0,Kompletná rekonštrukcia,,Panelová,1985.0,1.0,Nie,Bratislava-Petržalka,Bratislavský kraj,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1
48.142663,17.103934,4 izbový byt,425000.0,115.21,2.0,4.0,Kompletná rekonštrukcia,Osobné,"Tehlová, Zmiešaná",1935.0,4.0,Nie,Bratislava-Staré Mesto,Bratislavský kraj,221,131,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,3,0,1
48.155117,17.049574,3 izbový byt,229900.0,68.67,2.0,8.0,Kompletná rekonštrukcia,,Panelová,1984.0,3.0,Nie,Bratislava-Karlova Ves,Bratislavský kraj,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,1
48.1712321,17.1499302,3 izbový byt,269999.0,70.0,,1.0,Kompletná rekonštrukcia,Osobné,,1980.0,,Nie,Bratislava-Nové Mesto,Bratislavský kraj,106,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1
48.205208,17.396175,3 izbový byt,230000.0,85.25,2.0,3.0,Novostavba,Osobné,Tehlová,2018.0,,Nie,Senec,Bratislavský kraj,173,83,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,5,1,0
48.1548805,17.1672305,2 izbový byt,294900.0,60.31,2.0,3.0,Novostavba,Osobné,Tehlová,,2.0,Nie,Bratislava-Ružinov,Bratislavský kraj,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,0
48.297759,17.254766,2 izbový byt,199000.0,119.0,4.0,4.0,Čiastočná rekonštrukcia,Osobné,Zmiešaná,2005.0,4.0,Nie,Pezinok,Bratislavský kraj,244,154,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,1
48.155271,17.112099,1 izbový byt,189848.0,23.29,5.0,7.0,Novostavba,,Zmiešaná,2017.0,,Nie,Bratislava-Staré Mesto,Bratislavský kraj,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
48.155271,17.112099,1 izbový byt,197309.0,32.34,6.0,7.0,Novostavba,,Zmiešaná,2017.0,,Nie,Bratislava-Staré Mesto,Bratislavský kraj,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0
48.2928764,17.4565916,3 izbový byt,150000.0,67.45,3.0,3.0,Novostavba,Osobné,,2016.0,3.0,Nie,Kaplna,Bratislavský kraj,138,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0
48.1307717,17.1922011,2 izbový byt,222000.0,43.66,,4.0,Novostavba,Osobné,Tehlová,2024.0,2.0,Nie,Bratislava-Podunajské Biskupice,Bratislavský kraj,174,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.1307717,17.1922011,3 izbový byt,279000.0,83.07,,4.0,Novostavba,Osobné,Tehlová,2024.0,3.0,Nie,Bratislava-Podunajské Biskupice,Bratislavský kraj,174,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0
48.1307717,17.1922011,2 izbový byt,262000.0,52.3,,4.0,Novostavba,Osobné,Tehlová,2024.0,2.0,Nie,Bratislava-Podunajské Biskupice,Bratislavský kraj,174,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.1307717,17.1922011,2 izbový byt,262000.0,49.01,,4.0,Novostavba,Osobné,Tehlová,2024.0,2.0,Nie,Bratislava-Podunajské Biskupice,Bratislavský kraj,174,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.1471192,17.1269891,2 izbový byt,215000.0,58.8,4.0,4.0,Kompletná rekonštrukcia,Osobné,,,2.0,Nie,Bratislava-Ružinov,Bratislavský kraj,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.2889612,17.0337966,3 izbový byt,265000.0,88.0,,,Novostavba,Osobné,Tehlová,,3.0,Nie,Stupava,Bratislavský kraj,103,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0
48.1542939,17.1455133,2 izbový byt,259000.0,56.0,,,Novostavba,Osobné,,,2.0,Nie,Bratislava-Ružinov,Bratislavský kraj,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.1699919,17.1837332,Garsónka,135000.0,29.0,,,Novostavba,Osobné,,,1.0,Nie,Bratislava-Ružinov,Bratislavský kraj,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
48.1484473,17.1076452,2 izbový byt,435500.0,70.0,,,Novostavba,Osobné,,,2.0,Nie,Bratislava-Staré Mesto,Bratislavský kraj,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.1048833,17.2344715,4 izbový byt,245000.0,145.1,2.0,2.0,Pôvodný stav,Osobné,,,4.0,Nie,Rovinka,Bratislavský kraj,98,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
48.1489944,17.14705646,3 izbový byt,225000.0,64.46,3.0,7.0,Čiastočná rekonštrukcia,Osobné,Panelová,1961.0,3.0,Nie,Bratislava-Ružinov,Bratislavský kraj,99,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,1
48.155271,17.112099,2 izbový byt,282733.0,49.36,6.0,7.0,Novostavba,,Zmiešaná,2017.0,,Nie,Bratislava-Staré Mesto,Bratislavský kraj,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,0
48.2170352,17.4061427,1 izbový byt,109900.0,33.0,,,Čiastočná rekonštrukcia,Osobné,,,,Nie,Senec,Bratislavský kraj,222,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
48.155271,17.112099,1 izbový byt,192139.0,31.81,4.0,7.0,Novostavba,,Zmiešaná,2017.0,,Nie,Bratislava-Staré Mesto,Bratislavský kraj,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0
48.155271,17.112099,2 izbový byt,248998.0,36.72,4.0,7.0,Novostavba,,Zmiešaná,2017.0,,Nie,Bratislava-Staré Mesto,Bratislavský kraj,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,0
48.155271,17.112099,2 izbový byt,254761.0,50.6,4.0,7.0,Novostavba,,Zmiešaná,2017.0,,Nie,Bratislava-Staré Mesto,Bratislavský kraj,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.19306,17.025019,3 izbový byt,224900.0,65.87,4.0,4.0,Čiastočná rekonštrukcia,Osobné,Panelová,1980.0,,Nie,Bratislava-Dúbravka,Bratislavský kraj,126,35,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1
48.159782,17.159005,2 izbový byt,219990.0,54.0,5.0,7.0,Kompletná rekonštrukcia,,Železobetónová,1964.0,2.0,Nie,Bratislava-Ružinov,Bratislavský kraj,119,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1
48.155271,17.112099,2 izbový byt,250746.0,39.84,3.0,7.0,Novostavba,,Zmiešaná,2017.0,,Nie,Bratislava-Staré Mesto,Bratislavský kraj,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,0
48.052654,17.144634,3 izbový byt,185000.0,79.0,2.0,3.0,Čiastočná rekonštrukcia,,Tehlová,1970.0,3.0,Nie,Bratislava-Rusovce,Bratislavský kraj,308,215,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1
48.191022,17.039661,1 izbový byt,125000.0,38.0,2.0,13.0,Pôvodný stav,,Panelová,1980.0,,Nie,Bratislava-Dúbravka,Bratislavský kraj,1540,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
48.13070816,17.09941452,1 izbový byt,199000.0,30.86,2.0,,Novostavba,Osobné,,,1.0,Nie,Bratislava-Petržalka,Bratislavský kraj,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0
48.2891353,17.2666557,3 izbový byt,154500.0,61.0,,,Pôvodný stav,Osobné,,,3.0,Nie,Pezinok,Bratislavský kraj,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
48.17044965,17.1589944,3 izbový byt,250000.0,72.0,1.0,1.0,Novostavba,Firemné,Zmiešaná,2024.0,3.0,Nie,Bratislava-Ružinov,Bratislavský kraj,98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0
48.1181093,17.1069707,2 izbový byt,197999.0,53.0,,1.0,Kompletná rekonštrukcia,Osobné,,1980.0,,Nie,Bratislava-Petržalka,Bratislavský kraj,159,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1
48.14805941,17.16562659,2 izbový byt,169990.0,53.12,1.0,,Pôvodný stav,Osobné,Panelová,,2.0,Nie,Bratislava-Ružinov,Bratislavský kraj,116,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
48.15456082,17.12306857,1 izbový byt,280000.0,40.27,6.0,7.0,Novostavba,Osobné,Zmiešaná,2019.0,1.0,Nie,Bratislava-Staré Mesto,Bratislavský kraj,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0
48.1547005,17.11284684,3 izbový byt,330000.0,89.0,1.0,,Pôvodný stav,Osobné,Tehlová,,,Nie,Bratislava-Staré Mesto,Bratislavský kraj,116,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
48.182127,17.511963,3 izbový byt,157500.0,68.0,1.0,2.0,Vo výstavbe,,Tehlová,2025.0,,Nie,Hrubá Borša,Bratislavský kraj,92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,1,0
48.182356,17.512135,3 izbový byt,143400.0,68.0,2.0,2.0,Vo výstavbe,Firemné,Tehlová,2025.0,,Nie,Hrubá Borša,Bratislavský kraj,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,1,0
48.1523986,17.1219328,Mezonet,390000.0,125.0,6.0,,Kompletná rekonštrukcia,Osobné,Tehlová,2004.0,3.0,Nie,Bratislava-Staré Mesto,Bratislavský kraj,104,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1
48.182241,17.508702,2 izbový byt,119900.0,57.6,2.0,2.0,Vo výstavbe,Firemné,Tehlová,2025.0,,Nie,Hrubá Borša,Bratislavský kraj,92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,1,0
48.1384102,17.1743262,1 izbový byt,225000.0,43.38,2.0,11.0,Novostavba,Osobné,,2016.0,1.0,Nie,Bratislava-Ružinov,Bratislavský kraj,251,159,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,5,1,0
48.182241,17.511277,2 izbový byt,129900.0,57.6,1.0,2.0,Vo výstavbe,Firemné,Tehlová,,,Nie,Hrubá Borša,Bratislavský kraj,92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,0
48.1428924,17.1036063,1 izbový byt,234000.0,50.0,,3.0,Kompletná rekonštrukcia,Osobné,Tehlová,,1.0,Nie,Bratislava-Staré Mesto,Bratislavský kraj,2001,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
48.1691879,17.0947183,3 izbový byt,235000.0,75.0,6.0,13.0,Čiastočná rekonštrukcia,Iné,Panelová,,,Nie,Bratislava-Nové Mesto,Bratislavský kraj,97,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1
48.1591643,17.0518442,3 izbový byt,255000.0,77.0,,,Kompletná rekonštrukcia,Osobné,,,,Nie,Bratislava-Karlova Ves,Bratislavský kraj,96,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1
48.1372113,17.2070839,2 izbový byt,179900.0,52.61,,,Kompletná rekonštrukcia,Firemné,,,2.0,Nie,Bratislava-Vrakuňa,Bratislavský kraj,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.1542939,17.1455133,2 izbový byt,259000.0,65.71,9.0,12.0,Novostavba,Osobné,,,2.0,Nie,Bratislava-Ružinov,Bratislavský kraj,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,5,1,0
48.079619,17.263013,3 izbový byt,143000.0,82.0,1.0,2.0,Pôvodný stav,,Tehlová,1963.0,,Nie,Dunajská Lužná,Bratislavský kraj,175,84,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3,1,0,0
48.1541906,17.1154581,3 izbový byt,275000.0,56.0,4.0,5.0,Kompletná rekonštrukcia,Osobné,,,3.0,Nie,Bratislava-Staré Mesto,Bratislavský kraj,91,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1
48.14376592,17.11863609,5 a viac izbový byt,549800.0,147.47,3.0,3.0,Čiastočná rekonštrukcia,Osobné,Tehlová,2000.0,5.0,Nie,Bratislava-Staré Mesto,Bratislavský kraj,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1
48.13954835,17.12484268,2 izbový byt,360000.0,52.0,1.0,,Novostavba,Osobné,,2023.0,2.0,Nie,Bratislava-Staré Mesto,Bratislavský kraj,116,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.1586282,17.1283613,2 izbový byt,239000.0,61.4,1.0,,Kompletná rekonštrukcia,Družstevné,Tehlová,1920.0,,Nie,Bratislava-Nové Mesto,Bratislavský kraj,183,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.1888276,17.0290285,4 izbový byt,429000.0,154.5,2.0,2.0,Kompletná rekonštrukcia,Osobné,,2010.0,,Nie,Bratislava-Dúbravka,Bratislavský kraj,263,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1
48.2280012,17.2915956,3 izbový byt,209990.0,90.0,2.0,3.0,Pôvodný stav,Osobné,Tehlová,,3.0,Nie,Chorvátsky Grob,Bratislavský kraj,225,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
48.1699919,17.1837332,2 izbový byt,189000.0,47.0,,,Novostavba,Osobné,,,2.0,Nie,Bratislava-Ružinov,Bratislavský kraj,796,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.124269,17.096602,Garsónka,125000.0,20.0,2.0,8.0,Kompletná rekonštrukcia,Osobné,Panelová,1983.0,,Nie,Bratislava-Petržalka,Bratislavský kraj,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1
48.154191,17.115458,2 izbový byt,259000.0,46.0,2.0,4.0,Novostavba,,Zmiešaná,2023.0,,Nie,Bratislava-Staré Mesto,Bratislavský kraj,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,0
