latitude,longitude,druh_objektu_text,price,floor_size,Podlažie,Počet nadzemných podlaží,Stav nehnuteľnosti,Vlastníctvo,Typ konštrukcie,Rok výstavby,Počet izieb / miestností,Cena vrátane energií,streetAddress,addressRegion,days_since_publication,update_publication_delta,Vybavenie_Verejné parkovanie,Vybavenie_Sklad,Vybavenie_Vyhradené parkovanie,Vybavenie_Pivnica,Vybavenie_Šatníkové skrine,Vybavenie_Technická miestnosť,Vybavenie_Predzáhradka,Vybavenie_Balkón,Vybavenie_Vonkajšie parkovacie miesto,Vybavenie_Lodžia,Vybavenie_Garážové státie,Vybavenie_Výťah,Vybavenie_Špajza,Vybavenie_Tepelná izolácia,room_count,condition_score,is_new,is_renovated
48.735614,19.143458,1 izbový byt,650.0,45.0,3.0,3.0,Kompletná rekonštrukcia,Osobné,Tehlová,2024.0,1.0,Áno,Banská Bystrica,Banskobystrický kraj,66,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,1
48.74067,19.129559,1 izbový byt,500.0,33.0,6.0,6.0,Kompletná rekonštrukcia,Osobné,Panelová,1989.0,1.0,Áno,Banská Bystrica,Banskobystrický kraj,72,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,1
48.448467,18.906102,1 izbový byt,500.0,38.24,3.0,5.0,Kompletná rekonštrukcia,,Panelová,1981.0,,Áno,Banská Štiavnica,Banskobystrický kraj,105,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
48.735614,19.143458,1 izbový byt,650.0,45.0,3.0,3.0,Kompletná rekonštrukcia,Osobné,Tehlová,2024.0,1.0,Áno,Banská Bystrica,Banskobystrický kraj,66,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,1
48.74067,19.129559,1 izbový byt,500.0,33.0,6.0,6.0,Kompletná rekonštrukcia,Osobné,Panelová,1989.0,1.0,Áno,Banská Bystrica,Banskobystrický kraj,72,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,1
48.448467,18.906102,1 izbový byt,500.0,38.24,3.0,5.0,Kompletná rekonštrukcia,,Panelová,1981.0,,Áno,Banská Štiavnica,Banskobystrický kraj,105,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
48.713347,19.129493,3 izbový byt,750.0,85.79,3.0,5.0,Kompletná rekonštrukcia,,Panelová,1988.0,,Nie,Banská Bystrica,Banskobystrický kraj,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1
48.7155792,19.1322293,1 izbový byt,490.0,41.0,2.0,,Čiastočná rekonštrukcia,Osobné,Panelová,,,Áno,Banská Bystrica,Banskobystrický kraj,65,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,2,0,1
48.42021767,18.64204769,3 izbový byt,500.0,64.0,1.0,3.0,Kompletná rekonštrukcia,Osobné,Tehlová,1967.0,3.0,Nie,Nová Baňa,Banskobystrický kraj,119,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1
48.38246377,20.01464367,1 izbový byt,370.0,41.0,2.0,,Kompletná rekonštrukcia,Iné,,,,Nie,Rimavská Sobota,Banskobystrický kraj,65,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,1
48.6682906,19.1469394,2 izbový byt,750.0,50.0,,,Kompletná rekonštrukcia,Osobné,,,2.0,Áno,Vlkanová,Banskobystrický kraj,130,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.7312667,19.1583707,1 izbový byt,550.0,31.53,,,Čiastočná rekonštrukcia,Osobné,,,1.0,Áno,Banská Bystrica,Banskobystrický kraj,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
48.7461555,19.1416131,2 izbový byt,800.0,70.22,,,Novostavba,Osobné,,,2.0,Áno,Banská Bystrica,Banskobystrický kraj,77,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.5804231,19.1095801,4 izbový byt,650.0,73.37,,,Čiastočná rekonštrukcia,Osobné,,,4.0,Áno,Zvolen,Banskobystrický kraj,71,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1
48.736277,19.1461917,1 izbový byt,580.0,42.08,,,Čiastočná rekonštrukcia,Osobné,,,1.0,Áno,Banská Bystrica,Banskobystrický kraj,80,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
48.7238912,19.1222061,2 izbový byt,680.0,50.4,,,Čiastočná rekonštrukcia,Osobné,,,2.0,Áno,Banská Bystrica,Banskobystrický kraj,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
48.7133466,19.1294929,Garsónka,430.0,21.64,,,Čiastočná rekonštrukcia,Osobné,,,1.0,Áno,Banská Bystrica,Banskobystrický kraj,270,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
48.72348901,19.13324012,2 izbový byt,600.0,63.0,2.0,7.0,Čiastočná rekonštrukcia,Osobné,Panelová,1977.0,,Nie,Banská Bystrica,Banskobystrický kraj,90,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
48.7212738,19.1366027,3 izbový byt,750.0,74.67,7.0,1.0,Kompletná rekonštrukcia,Osobné,,,,Nie,Banská Bystrica,Banskobystrický kraj,74,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,1
48.7333131,19.152563,3 izbový byt,660.0,80.0,2.0,1.0,Čiastočná rekonštrukcia,Osobné,,,,Nie,Banská Bystrica,Banskobystrický kraj,112,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1
48.6634876,19.1270892,2 izbový byt,650.0,61.0,2.0,2.0,Kompletná rekonštrukcia,Osobné,,,,Nie,Badín,Banskobystrický kraj,441,376,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,0,1
48.7402957,19.1052411,2 izbový byt,580.0,60.0,1.0,1.0,Čiastočná rekonštrukcia,Osobné,,,,Nie,Banská Bystrica,Banskobystrický kraj,475,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
48.5814362,19.1288163,2 izbový byt,750.0,65.0,,,Novostavba,Osobné,,,2.0,Áno,Zvolen,Banskobystrický kraj,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.7201987,19.122776,3 izbový byt,700.0,62.93,4.0,,Kompletná rekonštrukcia,Osobné,,,3.0,Nie,Banská Bystrica,Banskobystrický kraj,81,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1
48.7539839,19.1598596,1 izbový byt,450.0,30.0,6.0,9.0,Čiastočná rekonštrukcia,Osobné,Panelová,1980.0,,Áno,Banská Bystrica,Banskobystrický kraj,81,15,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1
48.45,18.9167,1 izbový byt,450.0,38.0,1.0,,Kompletná rekonštrukcia,Osobné,Panelová,1900.0,1.0,Áno,Banská Štiavnica,Banskobystrický kraj,66,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,1
48.45809174,18.89884186,4 izbový byt,460.0,80.0,,,Čiastočná rekonštrukcia,Firemné,,,,Nie,Banská Štiavnica,Banskobystrický kraj,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1
48.737984,19.153407,2 izbový byt,650.0,50.0,2.0,4.0,Kompletná rekonštrukcia,Osobné,Tehlová,1970.0,2.0,Áno,Banská Bystrica,Banskobystrický kraj,70,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,3,0,1
48.8041353,19.6450973,3 izbový byt,1250.0,123.38,3.0,,Kompletná rekonštrukcia,Firemné,Zmiešaná,1950.0,3.0,Nie,Brezno,Banskobystrický kraj,67,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,3,0,1
48.736277,19.1461917,2 izbový byt,900.0,71.0,2.0,,Novostavba,Osobné,,,,Nie,Banská Bystrica,Banskobystrický kraj,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.715579,19.132229,1 izbový byt,450.0,25.0,3.0,6.0,Kompletná rekonštrukcia,Osobné,Tehlová,1978.0,,Áno,Banská Bystrica,Banskobystrický kraj,67,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,1
48.209301,19.355223,3 izbový byt,600.0,73.0,1.0,8.0,Kompletná rekonštrukcia,Osobné,Panelová,1992.0,,Nie,Veľký Krtíš,Banskobystrický kraj,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1
48.57718,19.126086,3 izbový byt,990.0,95.0,1.0,2.0,Kompletná rekonštrukcia,,Tehlová,1903.0,,Nie,Zvolen,Banskobystrický kraj,67,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,1
48.74533044,19.22602794,2 izbový byt,500.0,51.21,4.0,4.0,Kompletná rekonštrukcia,Osobné,Panelová,,2.0,Nie,Banská Bystrica,Banskobystrický kraj,88,21,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,3,0,1
48.7376949,19.162094,2 izbový byt,690.0,63.0,,,Kompletná rekonštrukcia,Osobné,,,2.0,Áno,Banská Bystrica,Banskobystrický kraj,87,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.736277,19.1461917,2 izbový byt,770.0,52.0,,,Novostavba,Osobné,,,2.0,Áno,Banská Bystrica,Banskobystrický kraj,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.7382158,19.1386899,3 izbový byt,670.0,56.0,3.0,1.0,Kompletná rekonštrukcia,Osobné,,,,Nie,Banská Bystrica,Banskobystrický kraj,74,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1
48.7203436,19.1357911,3 izbový byt,750.0,75.0,7.0,8.0,Čiastočná rekonštrukcia,Osobné,Panelová,,3.0,Áno,Banská Bystrica,Banskobystrický kraj,70,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,3,2,0,1
48.571008,19.130254,4 izbový byt,720.0,87.0,1.0,4.0,Čiastočná rekonštrukcia,,Panelová,1900.0,,Nie,Zvolen,Banskobystrický kraj,67,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,1
48.7367692,19.1208998,1 izbový byt,460.0,40.0,2.0,8.0,Čiastočná rekonštrukcia,Osobné,,,,Nie,Banská Bystrica,Banskobystrický kraj,70,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1
48.5758623,19.1256291,2 izbový byt,600.0,61.0,,1.0,Čiastočná rekonštrukcia,Iné,,1980.0,,Nie,Zvolen,Banskobystrický kraj,83,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
48.59283105,19.1295845,3 izbový byt,700.0,80.0,8.0,11.0,Kompletná rekonštrukcia,Osobné,,,3.0,Nie,Zvolen,Banskobystrický kraj,67,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,0,1
48.58455011,19.11859098,2 izbový byt,690.0,53.0,1.0,5.0,Novostavba,Osobné,,,2.0,Áno,Zvolen,Banskobystrický kraj,938,871,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,5,1,0
48.736277,19.1461917,1 izbový byt,500.0,25.0,1.0,,Kompletná rekonštrukcia,Osobné,Tehlová,,,Áno,Banská Bystrica,Banskobystrický kraj,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
48.7402558,19.1318923,2 izbový byt,580.0,33.0,2.0,7.0,Novostavba,Osobné,,,,Nie,Banská Bystrica,Banskobystrický kraj,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.2847618,18.9909628,Garsónka,350.0,46.0,,,Čiastočná rekonštrukcia,Osobné,,,,Nie,Hontianske Nemce,Banskobystrický kraj,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
48.736593,19.135197,2 izbový byt,850.0,55.0,2.0,4.0,Novostavba,Osobné,Tehlová,2023.0,2.0,Áno,Banská Bystrica,Banskobystrický kraj,68,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,2,5,1,0
48.7272875,19.1158392,2 izbový byt,690.0,50.0,6.0,7.0,Novostavba,Osobné,Tehlová,2017.0,2.0,Áno,Banská Bystrica,Banskobystrický kraj,591,523,1,0,0,1,1,0,0,1,1,0,0,1,0,1,2,5,1,0
48.71704707,19.13681058,3 izbový byt,700.0,69.76,,,Kompletná rekonštrukcia,Osobné,,,,Nie,Banská Bystrica,Banskobystrický kraj,82,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1
48.736277,19.1461917,4 izbový byt,950.0,84.0,1.0,3.0,Čiastočná rekonštrukcia,Osobné,,,,Nie,Banská Bystrica,Banskobystrický kraj,319,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1
48.5882665,18.8493777,1 izbový byt,470.0,43.0,3.0,7.0,Kompletná rekonštrukcia,Osobné,Panelová,1900.0,1.0,Áno,Žiar nad Hronom,Banskobystrický kraj,68,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,1
48.7409094,19.1641266,1 izbový byt,450.0,34.83,6.0,9.0,Kompletná rekonštrukcia,Osobné,,,,Nie,Banská Bystrica,Banskobystrický kraj,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1
48.736277,19.1461917,3 izbový byt,680.0,62.0,,1.0,Čiastočná rekonštrukcia,Osobné,,1980.0,,Nie,Banská Bystrica,Banskobystrický kraj,493,425,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,1
48.737776,19.129257,1 izbový byt,540.0,31.24,4.0,4.0,Novostavba,,Tehlová,2005.0,1.0,Áno,Banská Bystrica,Banskobystrický kraj,97,29,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,1,0
48.58221531,19.10882467,3 izbový byt,700.0,65.0,8.0,8.0,Kompletná rekonštrukcia,Osobné,,,3.0,Áno,Zvolen,Banskobystrický kraj,78,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,0,1
48.5905012,18.8548946,2 izbový byt,350.0,40.0,,,Kompletná rekonštrukcia,Osobné,,,2.0,Nie,Žiar nad Hronom,Banskobystrický kraj,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1
48.7382369,19.1148157,2 izbový byt,690.0,52.0,,4.0,Novostavba,Osobné,,,,Nie,Banská Bystrica,Banskobystrický kraj,234,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.81101894,19.62562169,3 izbový byt,720.0,65.0,,,Novostavba,Osobné,,,3.0,Nie,Brezno,Banskobystrický kraj,191,122,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,1,0
48.809200280728,19.632082009312,2 izbový byt,650.0,51.0,1.0,,Novostavba,Osobné,Tehlová,2024.0,,Nie,Brezno,Banskobystrický kraj,71,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,1,0
48.3286673,19.6690601,2 izbový byt,400.0,60.0,,,Kompletná rekonštrukcia,Osobné,,,,Nie,Lučenec,Banskobystrický kraj,77,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.5948386,18.8490306,Garsónka,350.0,23.0,,,Kompletná rekonštrukcia,Osobné,,,,Nie,Žiar nad Hronom,Banskobystrický kraj,119,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
48.3812295,20.0195452,1 izbový byt,320.0,49.0,7.0,,Čiastočná rekonštrukcia,Osobné,Panelová,,,Nie,Rimavská Sobota,Banskobystrický kraj,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
48.737324,19.153901,3 izbový byt,1100.0,86.0,4.0,4.0,Kompletná rekonštrukcia,Osobné,Zmiešaná,1974.0,,Áno,Banská Bystrica,Banskobystrický kraj,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1
48.737776,19.129257,2 izbový byt,650.0,54.0,1.0,6.0,Novostavba,Osobné,Zmiešaná,2009.0,,Áno,Banská Bystrica,Banskobystrický kraj,77,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,0
48.737776,19.129257,2 izbový byt,650.0,83.0,1.0,5.0,Novostavba,Osobné,Zmiešaná,2005.0,,Áno,Banská Bystrica,Banskobystrický kraj,102,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,0
48.571008,19.130254,3 izbový byt,720.0,87.0,1.0,4.0,Čiastočná rekonštrukcia,Osobné,Panelová,1900.0,,Áno,Zvolen,Banskobystrický kraj,69,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,1
48.736277,19.1461917,3 izbový byt,750.0,115.0,11.0,16.0,Kompletná rekonštrukcia,Osobné,,1900.0,,Nie,Banská Bystrica,Banskobystrický kraj,109,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1
48.7284286,19.1531171,2 izbový byt,700.0,55.0,2.0,,Kompletná rekonštrukcia,Osobné,,,2.0,Áno,Banská Bystrica,Banskobystrický kraj,69,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,3,0,1
48.7284286,19.1531171,3 izbový byt,850.0,102.0,2.0,,Kompletná rekonštrukcia,Osobné,Tehlová,,3.0,Áno,Banská Bystrica,Banskobystrický kraj,69,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,0,1
48.5928909,18.8476002,2 izbový byt,500.0,56.0,2.0,12.0,Čiastočná rekonštrukcia,Osobné,Panelová,1968.0,2.0,Áno,Žiar nad Hronom,Banskobystrický kraj,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1
48.575862,19.125629,Garsónka,325.0,22.0,1.0,8.0,Kompletná rekonštrukcia,,Panelová,1990.0,,Áno,Zvolen,Banskobystrický kraj,78,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1
48.7354253,19.1459472,1 izbový byt,550.0,34.0,5.0,,Novostavba,Osobné,,,,Nie,Banská Bystrica,Banskobystrický kraj,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0
48.736277,19.1461917,2 izbový byt,650.0,48.0,,,Kompletná rekonštrukcia,Osobné,,,2.0,Áno,Banská Bystrica,Banskobystrický kraj,82,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.7362572,19.1219859,1 izbový byt,550.0,40.0,4.0,8.0,Kompletná rekonštrukcia,Osobné,Panelová,,1.0,Áno,Banská Bystrica,Banskobystrický kraj,89,19,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,3,0,1
48.7461555,19.1416131,2 izbový byt,800.0,70.0,,,Novostavba,Iné,,,,Nie,Banská Bystrica,Banskobystrický kraj,103,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.588197,18.852766,2 izbový byt,750.0,65.91,1.0,4.0,Kompletná rekonštrukcia,,Tehlová,2025.0,,Áno,Žiar nad Hronom,Banskobystrický kraj,71,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.733588,19.14769,2 izbový byt,670.0,67.0,3.0,3.0,Kompletná rekonštrukcia,Osobné,Zmiešaná,1995.0,,Nie,Banská Bystrica,Banskobystrický kraj,71,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.8060729,19.6438178,2 izbový byt,550.0,55.0,2.0,,Kompletná rekonštrukcia,Osobné,,,2.0,Nie,Brezno,Banskobystrický kraj,74,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1
48.7471321,19.6555054,2 izbový byt,450.0,62.0,,,Kompletná rekonštrukcia,Osobné,,,,Nie,Čierny Balog,Banskobystrický kraj,103,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.8149789,19.574422,3 izbový byt,480.0,54.0,,,Kompletná rekonštrukcia,Osobné,,,3.0,Nie,Valaská,Banskobystrický kraj,103,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1
48.7964817355,19.0670083899,3 izbový byt,650.0,80.0,1.0,6.0,Kompletná rekonštrukcia,Osobné,Panelová,,3.0,Áno,Harmanec,Banskobystrický kraj,630,558,1,0,0,1,1,0,0,0,0,0,0,1,0,1,3,3,0,1
48.732708,19.141468,2 izbový byt,700.0,55.0,2.0,2.0,Kompletná rekonštrukcia,,Zmiešaná,2021.0,,Nie,Banská Bystrica,Banskobystrický kraj,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.5932064,18.8500737,2 izbový byt,550.0,53.0,2.0,2.0,Kompletná rekonštrukcia,Osobné,Tehlová,1900.0,2.0,Áno,Žiar nad Hronom,Banskobystrický kraj,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.8101892,19.63059994,1 izbový byt,500.0,36.8,2.0,6.0,Novostavba,Osobné,,,1.0,Nie,Brezno,Banskobystrický kraj,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0
48.7444307,19.1189001,2 izbový byt,700.0,60.0,,,Novostavba,Osobné,,,2.0,Áno,Banská Bystrica,Banskobystrický kraj,77,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
48.5882665,18.8493777,2 izbový byt,470.0,67.0,4.0,7.0,Čiastočná rekonštrukcia,Osobné,,1900.0,2.0,Áno,Žiar nad Hronom,Banskobystrický kraj,73,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,1
48.5812275,19.1476768,1 izbový byt,520.0,40.0,2.0,5.0,Kompletná rekonštrukcia,Osobné,,,1.0,Áno,Zvolen,Banskobystrický kraj,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1
48.73534,19.121358,1 izbový byt,599.0,35.4,11.0,11.0,Kompletná rekonštrukcia,,Panelová,1980.0,,Nie,Banská Bystrica,Banskobystrický kraj,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1
48.742409,19.156978,2 izbový byt,800.0,58.12,2.0,5.0,Novostavba,,Panelová,2022.0,2.0,Áno,Banská Bystrica,Banskobystrický kraj,81,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,0
48.5793556,19.5279134,2 izbový byt,390.0,62.0,1.0,1.0,Kompletná rekonštrukcia,Osobné,,,,Nie,Hriňová,Banskobystrický kraj,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.7275486,19.1207641,3 izbový byt,740.0,73.0,2.0,7.0,Novostavba,Osobné,Zmiešaná,2010.0,,Nie,Banská Bystrica,Banskobystrický kraj,74,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,3,5,1,0
48.3758518,20.0175978,2 izbový byt,570.0,68.0,1.0,4.0,Kompletná rekonštrukcia,Osobné,Panelová,1900.0,2.0,Áno,Rimavská Sobota,Banskobystrický kraj,95,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.57650134,19.12213781,2 izbový byt,690.0,64.0,2.0,3.0,Kompletná rekonštrukcia,Osobné,,,2.0,Áno,Zvolen,Banskobystrický kraj,75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1
48.728333,19.1206237,1 izbový byt,430.0,28.6,1.0,,Kompletná rekonštrukcia,Osobné,,,1.0,Nie,Banská Bystrica,Banskobystrický kraj,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1
48.41330719,18.64798355,3 izbový byt,550.0,67.0,,,Kompletná rekonštrukcia,Osobné,,,,Nie,Nová Baňa,Banskobystrický kraj,98,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1
48.7446076,19.1413308,3 izbový byt,1100.0,72.8,3.0,6.0,Novostavba,Osobné,,,,Nie,Banská Bystrica,Banskobystrický kraj,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0
48.728333,19.1206237,3 izbový byt,700.0,62.34,2.0,,Kompletná rekonštrukcia,Osobné,,,3.0,Nie,Banská Bystrica,Banskobystrický kraj,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1
48.7189342,19.1340673,3 izbový byt,700.0,69.76,4.0,6.0,Kompletná rekonštrukcia,Osobné,,,3.0,Áno,Banská Bystrica,Banskobystrický kraj,76,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,1
48.697743,19.127992,3 izbový byt,660.0,77.0,2.0,5.0,Novostavba,Osobné,"Železobetónová, Tehlová",2008.0,3.0,Áno,Banská Bystrica,Banskobystrický kraj,128,52,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,5,1,0
48.7840061,19.6375918,2 izbový byt,450.0,54.0,,,Čiastočná rekonštrukcia,Osobné,Tehlová,,,Nie,Valaská,Banskobystrický kraj,123,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
48.7573168,19.1691384,3 izbový byt,650.0,73.0,5.0,12.0,Čiastočná rekonštrukcia,Osobné,Panelová,1990.0,,Áno,Banská Bystrica,Banskobystrický kraj,76,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,0,1
48.7365926,19.135197,2 izbový byt,700.0,38.0,1.0,,Novostavba,Osobné,,,,Áno,Banská Bystrica,Banskobystrický kraj,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,0
48.4419959,18.9104943,1 izbový byt,400.0,52.44,,,Kompletná rekonštrukcia,Osobné,Tehlová,,1.0,Nie,Banská Štiavnica,Banskobystrický kraj,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
48.7582341,19.1653682,3 izbový byt,800.0,70.5,6.0,7.0,Kompletná rekonštrukcia,Osobné,,,,Nie,Banská Bystrica,Banskobystrický kraj,347,271,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,1
48.3352169,19.6437059,1 izbový byt,370.0,35.0,12.0,12.0,Kompletná rekonštrukcia,Osobné,Panelová,1979.0,1.0,Áno,Lučenec,Banskobystrický kraj,77,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,1
48.8060729,19.6438178,2 izbový byt,550.0,65.0,,,Čiastočná rekonštrukcia,Osobné,,,2.0,Nie,Brezno,Banskobystrický kraj,154,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
48.3306977,19.6697769,Garsónka,350.0,30.0,,,Čiastočná rekonštrukcia,Osobné,,,1.0,Nie,Lučenec,Banskobystrický kraj,122,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
48.737695,19.162094,2 izbový byt,749.0,60.1,3.0,4.0,Čiastočná rekonštrukcia,Osobné,Tehlová,1970.0,2.0,Nie,Banská Bystrica,Banskobystrický kraj,102,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
48.736277,19.146192,2 izbový byt,700.0,53.0,1.0,7.0,Novostavba,Osobné,Zmiešaná,2009.0,,Áno,Banská Bystrica,Banskobystrický kraj,741,664,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5,1,0
48.5888239,19.1316444,2 izbový byt,550.0,57.81,4.0,4.0,Kompletná rekonštrukcia,Osobné,Panelová,,2.0,Nie,Zvolen,Banskobystrický kraj,81,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
48.72684344,19.12727176,2 izbový byt,650.0,57.0,,4.0,Kompletná rekonštrukcia,Osobné,,,2.0,Nie,Banská Bystrica,Banskobystrický kraj,92,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
